,symbol,sl_per,ep_per,sl_det,Profit,Fee,Max_Profit,Max_Loss,Max_Entry,Max_Position,Profit_%,Win_Rate,PF_Ratio,Max_Drawdown
241,adausdt,1.007,1.005,High,224.81,19.08,39.36,-4.93,5,1000.0,224.81%,65.71%,11.78,-2.07
174,linausdt,1.003,0.99,Close,198.56,1078.56,285.38,-173.65,49,9800.0,20.26%,56.14%,0.18,-140.52
134,roseusdt,0.999,0.99,Close,195.58,1525.34,149.67,-116.48,60,12000.0,16.30%,49.47%,0.13,-11.49
24,ethusdt,1.011,1.005,Close,194.87,16.09,73.16,-10.05,5,1000.0,194.87%,69.49%,12.11,-0.07
257,avaxusdt,0.999,1.005,High,194.19,16.69,20.92,-4.42,4,800.0,242.74%,55.88%,11.63,-0.01
1,ethusdt,0.999,1.005,High,193.45,16.1,73.16,-3.27,5,1000.0,193.45%,50.82%,12.02,2.99
158,roseusdt,1.011,0.99,Close,191.97,1524.54,354.9,-182.58,97,19400.0,9.90%,59.47%,0.13,-15.23
9,ethusdt,1.003,1.005,High,191.18,16.1,73.16,-4.89,5,1000.0,191.18%,63.33%,11.88,2.19
0,ethusdt,0.999,1.005,Close,190.52,16.1,73.16,-7.07,5,1000.0,190.52%,68.85%,11.84,2.48
256,avaxusdt,0.999,1.005,Close,189.68,16.7,20.92,-4.88,4,800.0,237.10%,72.06%,11.36,0.11
16,ethusdt,1.007,1.005,Close,188.66,16.1,73.16,-7.07,5,1000.0,188.66%,63.33%,11.72,2.48
8,ethusdt,1.003,1.005,Close,188.5,16.1,73.16,-7.07,5,1000.0,188.50%,63.33%,11.71,2.22
25,ethusdt,1.011,1.005,High,187.95,16.1,73.16,-11.06,5,1000.0,187.95%,69.49%,11.68,-4.58
265,avaxusdt,1.003,1.005,High,180.6,16.7,20.92,-5.24,4,800.0,225.75%,59.70%,10.81,-0.81
280,avaxusdt,1.011,1.005,Close,180.44,16.7,20.92,-8.4,4,800.0,225.55%,64.62%,10.8,-0.14
278,avaxusdt,1.007,0.99,Close,179.52,1650.48,268.84,-177.82,67,13400.0,13.40%,57.24%,0.11,-83.15
264,avaxusdt,1.003,1.005,Close,178.53,16.7,20.92,-4.88,4,800.0,223.16%,64.18%,10.69,-0.52
17,ethusdt,1.007,1.005,High,176.44,16.1,73.16,-7.85,5,1000.0,176.44%,63.33%,10.96,-2.06
281,avaxusdt,1.011,1.005,High,175.74,16.7,20.92,-8.41,4,800.0,219.67%,63.08%,10.52,-0.14
273,avaxusdt,1.007,1.005,High,173.44,16.7,20.92,-6.8,4,800.0,216.80%,62.12%,10.38,-1.61
272,avaxusdt,1.007,1.005,Close,168.41,16.71,20.92,-8.4,4,800.0,210.51%,63.64%,10.08,-0.14
142,roseusdt,1.003,0.99,Close,150.17,1525.36,149.67,-116.48,67,13400.0,11.21%,53.80%,0.1,-15.23
20,ethusdt,1.007,0.995,Close,142.92,1124.37,180.23,-78.79,62,12400.0,11.53%,56.61%,0.13,-170.4
21,ethusdt,1.007,0.995,High,136.98,1124.37,180.23,-69.34,62,12400.0,11.05%,56.51%,0.12,-136.28
46,crvusdt,1.003,0.99,Close,130.64,1372.05,529.53,-96.93,56,11200.0,11.66%,54.71%,0.1,-470.7
150,roseusdt,1.007,0.99,Close,120.91,1525.38,280.85,-182.58,80,16000.0,7.56%,57.50%,0.08,-15.23
286,avaxusdt,1.011,0.99,Close,102.79,1650.52,268.84,-145.57,67,13400.0,7.67%,58.34%,0.06,-162.61
4,ethusdt,0.999,0.995,Close,78.57,1124.4,180.23,-64.9,35,7000.0,11.22%,50.00%,0.07,-99.06
287,avaxusdt,1.011,0.99,High,12.52,1650.57,268.84,-148.07,67,13400.0,0.93%,58.34%,0.01,-147.9
207,ftmusdt,1.003,0.99,High,4.99,1447.67,258.36,-87.79,71,14200.0,0.35%,53.78%,0.0,-123.73
29,ethusdt,1.011,0.995,High,-58.3,1124.47,180.23,-94.24,62,12400.0,-4.70%,57.31%,-0.05,-232.93
28,ethusdt,1.011,0.995,Close,-92.48,1124.48,180.23,-113.83,62,12400.0,-7.46%,57.31%,-0.08,-233.43
271,avaxusdt,1.003,0.99,High,-188.09,1650.67,268.84,-129.3,67,13400.0,-14.04%,53.81%,-0.11,-191.0
223,ftmusdt,1.011,0.99,High,-221.3,1447.79,258.36,-154.44,71,14200.0,-15.58%,58.46%,-0.15,-326.84
215,ftmusdt,1.007,0.99,High,-250.32,1447.8,258.36,-119.76,71,14200.0,-17.63%,57.04%,-0.17,-357.48
222,ftmusdt,1.011,0.99,Close,-388.81,1447.87,258.36,-154.44,71,14200.0,-27.38%,58.46%,-0.27,-495.37
79,injusdt,1.003,0.99,High,-549.82,1300.42,207.13,-87.06,99,19800.0,-27.77%,53.38%,-0.42,-965.74
270,avaxusdt,1.003,0.99,Close,-550.12,1650.85,268.84,-124.07,67,13400.0,-41.05%,54.08%,-0.33,-558.37
206,ftmusdt,1.003,0.99,Close,-551.79,1447.95,258.36,-149.68,71,14200.0,-38.86%,54.30%,-0.38,-653.71
198,ftmusdt,0.999,0.99,Close,-565.86,1451.76,239.44,-91.44,45,9000.0,-62.87%,52.16%,-0.39,-592.17
214,ftmusdt,1.007,0.99,Close,-628.95,1447.99,258.36,-149.68,71,14200.0,-44.29%,57.04%,-0.43,-735.5
262,avaxusdt,0.999,0.99,Close,-893.58,1651.02,268.84,-121.53,54,10800.0,-82.74%,49.59%,-0.54,-893.58
231,adausdt,0.999,0.99,High,-1145.82,2070.74,254.6,-69.66,61,12200.0,-93.92%,46.34%,-0.55,-1340.41
87,injusdt,1.007,0.99,High,-1261.17,1300.78,207.13,-119.32,114,22800.0,-55.31%,56.13%,-0.97,-1620.54
70,injusdt,0.999,0.99,Close,-1684.69,1305.59,207.13,-130.66,79,15800.0,-106.63%,52.14%,-1.29,-2081.63
7,ethusdt,0.999,0.99,High,-1772.66,1910.33,357.59,-72.14,66,13200.0,-134.29%,41.11%,-0.93,-2044.41
95,injusdt,1.011,0.99,High,-1816.87,1301.06,207.13,-120.26,114,22800.0,-79.69%,57.47%,-1.4,-2233.59
78,injusdt,1.003,0.99,Close,-1860.13,1301.08,207.13,-130.66,99,19800.0,-93.95%,53.81%,-1.43,-2146.82
86,injusdt,1.007,0.99,Close,-1948.92,1301.12,207.13,-130.66,114,22800.0,-85.48%,56.40%,-1.5,-2271.62
94,injusdt,1.011,0.99,Close,-2063.75,1301.18,207.13,-150.84,114,22800.0,-90.52%,57.75%,-1.59,-2480.67
247,adausdt,1.007,0.99,High,-2779.55,2071.55,350.38,-135.3,75,15000.0,-185.30%,55.38%,-1.34,-3007.96
246,adausdt,1.007,0.99,Close,-2992.29,2071.66,350.38,-115.78,75,15000.0,-199.49%,55.38%,-1.44,-3220.7
239,adausdt,1.003,0.99,High,-3085.21,2071.71,270.04,-104.57,75,15000.0,-205.68%,52.00%,-1.49,-3311.81
15,ethusdt,1.003,0.99,High,-3318.44,1911.1,357.59,-107.01,81,16200.0,-204.84%,46.33%,-1.74,-3597.88
255,adausdt,1.011,0.99,High,-3334.87,2071.83,350.38,-125.3,75,15000.0,-222.32%,56.54%,-1.61,-3563.28
254,adausdt,1.011,0.99,Close,-3449.01,2071.89,350.38,-142.78,75,15000.0,-229.93%,56.54%,-1.66,-3677.42
23,ethusdt,1.007,0.99,High,-3501.13,1911.19,357.59,-131.29,88,17600.0,-198.93%,48.25%,-1.83,-3773.9
230,adausdt,0.999,0.99,Close,-3566.43,2071.95,254.6,-102.93,61,12200.0,-292.33%,47.62%,-1.72,-3754.49
22,ethusdt,1.007,0.99,Close,-3629.11,1911.26,357.59,-130.0,88,17600.0,-206.20%,48.25%,-1.9,-3905.39
31,ethusdt,1.011,0.99,High,-3792.98,1911.34,357.59,-136.52,88,17600.0,-215.51%,48.99%,-1.98,-4059.27
238,adausdt,1.003,0.99,Close,-3799.51,2072.06,270.04,-115.78,75,15000.0,-253.30%,52.16%,-1.83,-4027.92
14,ethusdt,1.003,0.99,Close,-3885.2,1911.39,357.59,-115.37,81,16200.0,-239.83%,46.72%,-2.03,-4161.8
30,ethusdt,1.011,0.99,Close,-3967.58,1911.43,357.59,-232.38,88,17600.0,-225.43%,48.99%,-2.08,-4238.45
6,ethusdt,0.999,0.99,Close,-4225.14,1911.56,357.59,-101.26,66,13200.0,-320.09%,42.04%,-2.21,-4480.27
